Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview
3194,omnicef,2,Highly Effective,Severe Side Effects,sinusitis,cleared sinusitis quickly ended hacking cough day well,"vomiting, abdominal pain, sweating profusely, bloating, nausea, fever, severe diarrhea. i was so concerned about the effects--they came at night--that i contemplated taking myself to an emergency room.",delayed reaction medication really severe effects came two days treatment gastric upsets response previous antibiotics ceflex never anything like
3926,nexium,5,Considerably Effective,Severe Side Effects,burning feeling in throat and chest,reflux control,"weight gain, skin rashes and mild headache.",taking nexium day morning empty stomach reflux symptom mostly gone 2 days taking nexium one week notice weight gain 3 pounds 2 weeks gain 6 pounds even exercise eat less still gain weight quit taken nexium one week lost weight 3 pounds refux symptom return start take nexium one week help much tried hard loose weight lost lot deal weight gain reflux treatment pills
2918,tramadol,5,Considerably Effective,Mild Side Effects,lower back pain and migraine,back pain felt relaxed tramadol also cleared migraines quickly,it seemed to effect my eating habits there was a loss of appretite. i felt to relaxed to eat and would just want to sleep,breakfast would take 2 tablets another two lunch another two hour bed migraine would take 2 tablets 4 times day
1859,augmentin,1,Ineffective,Severe Side Effects,sinus infection,benefits help initial problem sinus infection,severe diarrhea with blood/mucus caused by c difficile infection that led to colitis. seven months later i have ibs now and still suffer from problems caused by the medication.,stopped taking 3 days side effect
3215,penlac,1,Ineffective,No Side Effects,toe nail fungus,still taking bottle runs like 3 months optimistic dermatologist said toe nail fungus really hard treat big toe pretty tried homemade remedies vinegar hydrogen peroxide vicks vapo rub work either swear better medications tried naftin gel 3 months penlac generic,"none-my frustration, lost money (the generic is $99/bottle)",paint nail lacquer onto infected nail one coat day end week remove alcohol start process unfortunately seems like nail growing afraid remove nail podiatrist may grow dermatologist agrees nail removed wants live says even lamasil expense liver damaging drug fungus still come back 2 months
1914,avelox,1,Ineffective,Extremely Severe Side Effects,sinus infection,none,"body went into shock - rash all over my entire body, worst stomach i've experienced in my entire life. had to be carried into the emergency room via ambulance until it cleared enough to return home.
it's one day later and i still have the rash and am exhausted. stay away.",take
3983,fosamax,1,Ineffective,Severe Side Effects,early onset osteoporosis,led believe bone density would improve drug would need administered week,"after two months, leg pain and weakness throughout body.  i was an avid camper and hiker, and i lost a considerable amount of endurance and strength in my whole body.  leg pain woke me up several times during the night.  the leg pain was not like cramping, but more like general dull aching, only sometimes severe.  by the third month i could not lie on my side (one side was worse than the other), because the pain was so intense.  i felt it resonating from my hip joint and going down my legs. when i awoke in the morning, my usual sprint to the bathroom was replaced by tiny hobbling steps; i was extremely weak in the morning.",elected stop taking fosamax side effects physician concerned wants try different osteoporosis medication afraid take anything like elected self medicate liquid calcium formula vitamin mineral therapy
1741,topamax,1,Considerably Effective,Extremely Severe Side Effects,severe headaches,helped reduce headaches sufferein period 2 years,"i noticed, after only a couple of weeks that my anxiety and depression had to an almost unbearable level, i looked at the tablets side effects and realised that they must be the contributing factor as my condition had remained stable for a few years, before i started taking them.  the side effects still remain, months after stopping the medication.",took 1 x 25mg per day built 4 x 25mg per day 4 weeks
3944,prilosec,4,Moderately Effective,No Side Effects,gerd,somewhat relieved heartburn days,no side effects.,high cost prescription previcid tried prilosec otc seemed calm heartburn days heartburn returned along nasaus continued prilosec 10 days heartburn became intense reverted back previcid previcid seems drug completely stops heartburn
355,neurontin,3,Marginally Effective,Extremely Severe Side Effects,neuropathic pain from botched surgery,start numbness pain life turned upside,"my side effects were at times to many to know which ones were and are creating the most distress. i don't sleep a regular sleep, moody, depressed at times,unable to make clear decisions, dowse, memory terrible, tremor's, suppressed appetite,dry mouth, swollen legs and face, i have fevers so high i wake up saturated then in an instant all my extremities can become so cold. i feel irregular heart beat. many times felt the rage and didn't even know where it came from let alone what my potentials were, i felt as though i was going insane, suicidal thoughts at times for two reasons. i was out of control on the meds and i felt as though my children would be better off without me. i don't handles stressful situations well.",gallbladder removed nerve cut surgery created intense pain trusted medical specialists much pain would done anything make stop started 300mg gabapentin slowly increased every 2nd day taking mg per day yes read correct legal dose nz serious events specialists adding pain meds codeine morphine antidepressants etc things got worse trying decrease theses meds two years feel like achieved much days date take 3x 300mg 4 times day done alone doctors ans specialists side effects feel dismiss yet come criteria serious side effects hard basket help support dph medical facility children friends help much desperation come crap started smoking marijuana beneficial help keep decreasing control intense pain recently convicted growing medicine opinion gabapentin dangerous drug undoing many people nz care responsibility
